calories,fats,proteins,carbs,temperature,humidity,shelf_life,cost,sustainability_fact,potassium(mg),sodium(mg),product,rating
227,3.7212959778507573,9.139837850096411,56.210490576837685,46.43297777345342,64.9606036200403,8,56.481835796647275,10.464658942762757,151,508,bread,7
268,5.259652740193852,18.62680232111897,19.863527652948655,9.704888901529529,86.51557248372066,5,36.762626369492814,6.0275415934234005,199,544,bread,10
288,2.6565612039447632,18.90074694098774,52.06615189437838,40.924905643760916,10.24777036386415,6,34.614940645539484,6.088191172393463,168,430,bread,10
269,4.757332575381137,3.982118581456275,41.6648702423577,37.64785799923149,57.44750592578619,4,59.03975906707447,5.7516651485470724,126,511,bread,2
280,2.0774540317973305,5.702278145534526,27.753483130774157,49.03493189438584,35.797138387478014,3,46.600941743276564,2.7614371240473248,101,571,bread,1
295,8.732780106312898,6.282776264283715,42.13146134195892,20.301755823954494,78.80455018131583,4,33.397627374913355,7.771658731247251,111,467,bread,9
277,4.796804138638364,11.008569132522025,19.213943012519472,28.827642336699906,89.81499086377524,6,38.841071595666875,3.6844779710455824,180,440,bread,8
243,3.499538321092332,10.052080113364386,30.816354972819024,36.160711311058,69.72070080335641,2,45.10204944586221,0.91778896607283,154,413,bread,2
240,5.561037661047038,2.7537517315763442,62.94229105553488,5.139010585952153,54.93993631541099,4,56.89935044762334,2.235888022056746,137,416,bread,1
260,4.863817621651297,12.038460788431667,68.56926705312233,35.49481230779159,55.063538062151665,2,38.049188332149924,2.3943169527155197,131,563,bread,4
244,8.106103335373925,9.856440565152212,53.755336938525,36.81900179412268,49.98320109029809,5,51.79152943324683,5.899422486353227,120,448,bread,4
243,9.358219694547055,5.131512768032057,50.24842869346721,13.968686200714592,40.449606931504896,5,39.80151615988318,7.999273118439233,188,540,bread,9
271,1.9509314384493563,14.446791191477992,32.288180661040144,14.76786190192843,67.13521587798581,7,32.5192752329317,1.895351035903771,121,591,bread,9
294,5.124204136129008,8.646204571619968,29.406227097756595,17.73535451700021,68.17595944844331,4,52.54761605897225,0.29191161235962826,117,447,bread,2
298,7.522995329496935,11.796618586837083,50.079804669142035,2.7439168494266255,78.95405486444163,7,45.064186814976466,1.9038704596526812,108,514,bread,4
273,3.0678639344974585,9.930279012721218,24.061281361652085,4.222722657685985,70.53228804184063,2,31.15767119919433,10.139161617914315,182,543,bread,9
257,2.463121464080392,11.59233433451597,61.420156509526485,48.65243912161253,69.7081306503097,7,38.60942733318316,4.94385547450526,174,429,bread,8
275,1.9209690269118882,13.28709637302646,25.23200877303285,8.870159082646662,18.49635203553791,9,58.0585636182398,7.036909150487636,163,540,bread,7
296,7.361363224060784,14.532015710682245,62.56870315030615,38.410406132553014,15.45419709762041,4,45.94308568463703,5.409105034297724,132,454,bread,2
225,4.472559938154234,14.741429573169121,56.31725637320378,6.289237142558502,32.53492285699189,9,51.72714209844126,6.477129698000892,198,512,bread,6
263,1.4693870321962608,4.235952952631584,48.10178818785692,24.514732226560866,43.0041908143652,3,45.69808628763414,5.0434979694097635,168,497,bread,3
268,6.253578157907101,8.872671471162574,18.75449993848669,17.143103213611855,25.248064303083613,3,56.747447171191126,2.5717630480212357,116,594,bread,1
222,5.191596365780564,19.90650949074315,50.17781995997278,30.103192900173266,87.13891824394013,7,53.82518604548615,6.957841739768893,160,505,bread,7
227,2.1788501066994606,2.659510310679962,67.36327466976385,6.020026797760497,26.249028791405653,8,44.208586939543366,6.821101989323836,155,522,bread,7
